user_id,signup_date,sent_message,has_hva,repeat_usage,sustained_usage,churned
user_00156,2024-02-14,False,False,False,False,True
user_00157,2024-02-16,False,False,False,False,True
user_00158,2024-02-23,False,False,False,False,True
user_00159,2024-02-29,True,True,False,False,True
user_00160,2024-01-18,True,True,True,False,True
user_00161,2024-02-23,True,False,False,False,True
user_00162,2024-02-26,False,False,False,False,True
user_00163,2024-01-10,False,False,False,False,True
user_00164,2024-01-08,True,True,True,True,False
user_00165,2024-02-05,True,True,False,False,True
user_00166,2024-01-28,True,True,True,True,False
user_00167,2024-01-09,True,False,False,False,True
user_00168,2024-01-28,True,True,True,False,True
user_00169,2024-02-20,True,False,False,False,True
user_00170,2024-01-02,True,False,False,False,True
user_00171,2024-02-28,True,True,True,False,True
user_00172,2024-02-01,False,False,False,False,True
user_00173,2024-01-11,True,True,False,False,True
user_00174,2024-01-27,True,True,True,True,False
user_00175,2024-01-21,True,False,False,False,True
user_00176,2024-01-17,True,False,False,False,True
user_00177,2024-01-03,True,False,False,False,True
user_00178,2024-02-06,True,True,True,True,False
user_00179,2024-01-01,False,False,False,False,True
user_00180,2024-01-13,True,False,False,False,True
user_00181,2024-02-09,True,True,True,False,True
user_00182,2024-02-03,True,False,False,False,True
user_00183,2024-02-19,False,False,False,False,True
user_00184,2024-02-23,False,False,False,False,True
user_00185,2024-01-30,False,False,False,False,True
user_00186,2024-02-26,True,True,True,False,True
user_00187,2024-01-14,True,True,True,True,False
user_00188,2024-02-07,True,False,False,False,True
user_00189,2024-01-15,True,False,False,False,True
user_00190,2024-02-21,True,True,False,False,True
user_00191,2024-01-30,True,False,False,False,True
user_00192,2024-01-05,True,True,False,False,True
user_00193,2024-01-17,True,True,False,False,True
user_00194,2024-02-22,True,True,False,False,True
user_00195,2024-01-11,True,True,True,True,False
user_00196,2024-02-23,True,True,False,False,True
user_00197,2024-01-25,False,False,False,False,True
user_00198,2024-01-03,True,False,False,False,True
user_00199,2024-02-27,True,False,False,False,True
user_00200,2024-01-18,True,True,True,True,False
user_00201,2024-02-10,True,False,False,False,True
user_00202,2024-02-18,True,False,False,False,True
user_00203,2024-01-09,True,True,False,False,True
user_00204,2024-02-25,False,False,False,False,True
user_00205,2024-02-17,True,True,False,False,True
user_00206,2024-02-18,True,False,False,False,True
user_00207,2024-02-16,True,True,False,False,True
user_00208,2024-01-23,True,False,False,False,True
user_00209,2024-01-26,True,True,False,False,True
user_00210,2024-02-16,False,False,False,False,True
user_00211,2024-02-12,True,True,True,False,True
user_00212,2024-01-15,True,False,False,False,True
user_00213,2024-01-28,True,True,True,True,False
user_00214,2024-02-13,True,True,True,True,False
user_00215,2024-02-10,True,True,False,False,True
user_00216,2024-02-03,True,True,False,False,True
user_00217,2024-02-11,True,True,False,False,True
user_00218,2024-02-03,True,True,True,False,True
user_00219,2024-02-22,True,True,True,True,False
user_00220,2024-01-11,True,False,False,False,True
user_00221,2024-01-24,False,False,False,False,True
user_00222,2024-02-24,True,True,False,False,True
user_00223,2024-01-24,True,True,False,False,True
user_00224,2024-01-04,True,False,False,False,True
user_00225,2024-01-30,True,False,False,False,True
user_00226,2024-02-26,True,True,True,False,True
user_00227,2024-01-05,True,True,True,False,True
user_00228,2024-02-18,True,False,False,False,True
user_00229,2024-01-14,True,True,True,False,True
user_00230,2024-02-12,True,True,True,False,True
user_00231,2024-01-10,False,False,False,False,True
user_00232,2024-01-13,True,True,True,True,False
user_00233,2024-01-09,True,True,True,True,False
user_00234,2024-02-18,False,False,False,False,True
user_00235,2024-02-29,False,False,False,False,True
user_00236,2024-01-14,False,False,False,False,True
user_00237,2024-01-11,False,False,False,False,True
user_00238,2024-01-12,True,False,False,False,True
user_00239,2024-01-22,True,False,False,False,True
user_00240,2024-01-11,True,True,True,True,False
user_00241,2024-01-05,True,False,False,False,True
user_00242,2024-01-04,True,True,False,False,True
user_00243,2024-01-08,True,True,True,True,False
user_00244,2024-01-23,True,True,True,True,False
user_00245,2024-01-02,True,False,False,False,True
user_00246,2024-02-20,True,True,True,False,True
user_00247,2024-02-11,True,False,False,False,True
user_00248,2024-01-29,True,False,False,False,True
user_00249,2024-01-27,True,True,True,True,False
user_00250,2024-02-24,True,True,False,False,True
user_00251,2024-01-05,False,False,False,False,True
user_00252,2024-02-02,True,True,True,False,True
user_00253,2024-02-21,True,False,False,False,True
user_00254,2024-01-05,True,True,False,False,True
user_00255,2024-01-27,True,False,False,False,True
user_00256,2024-02-05,True,True,False,False,True
user_00257,2024-01-10,True,True,True,True,False
user_00258,2024-02-12,True,True,False,False,True
user_00259,2024-01-25,True,False,False,False,True
user_00260,2024-02-12,False,False,False,False,True
user_00261,2024-02-05,False,False,False,False,True
user_00262,2024-01-05,False,False,False,False,True
user_00263,2024-01-08,True,False,False,False,True
user_00264,2024-01-31,True,True,False,False,True
user_00265,2024-02-09,False,False,False,False,True
user_00266,2024-01-11,True,True,False,False,True
user_00267,2024-02-15,True,False,False,False,True
user_00268,2024-01-01,False,False,False,False,True
user_00269,2024-02-24,True,False,False,False,True
user_00270,2024-02-16,True,True,False,False,True
user_00271,2024-02-22,True,True,True,False,True
user_00272,2024-02-07,True,True,False,False,True
user_00273,2024-01-17,True,True,False,False,True
user_00274,2024-02-23,True,True,True,False,True
user_00275,2024-02-18,True,True,True,True,False
user_00276,2024-02-18,True,False,False,False,True
user_00277,2024-02-18,True,False,False,False,True
user_00278,2024-02-09,True,True,True,False,True
user_00279,2024-02-28,True,True,True,False,True
user_00280,2024-01-29,True,True,True,False,True
user_00281,2024-02-16,True,True,True,False,True
user_00282,2024-02-20,True,True,False,False,True
user_00283,2024-02-08,True,True,False,False,True
user_00284,2024-02-03,True,True,True,False,True
user_00285,2024-01-29,True,True,True,True,False
user_00286,2024-01-08,True,False,False,False,True
user_00287,2024-01-03,False,False,False,False,True
user_00288,2024-01-28,True,True,True,False,True
user_00289,2024-02-25,False,False,False,False,True
user_00290,2024-01-16,True,False,False,False,True
user_00291,2024-01-21,True,True,True,False,True
user_00292,2024-02-02,True,True,True,False,True
user_00293,2024-02-29,True,False,False,False,True
user_00294,2024-01-05,True,True,True,False,True
user_00295,2024-01-12,False,False,False,False,True
user_00296,2024-02-06,True,True,True,True,False
user_00297,2024-02-21,False,False,False,False,True
user_00298,2024-02-13,True,False,False,False,True
user_00299,2024-02-25,False,False,False,False,True
user_00300,2024-01-23,True,True,True,True,False
user_00301,2024-02-09,True,True,True,False,True
user_00302,2024-02-15,False,False,False,False,True
user_00303,2024-02-27,False,False,False,False,True
user_00304,2024-02-03,True,True,False,False,True
user_00305,2024-01-21,False,False,False,False,True
user_00306,2024-02-10,True,True,False,False,True
user_00307,2024-02-27,True,True,True,True,False
user_00308,2024-01-31,False,False,False,False,True
user_00309,2024-02-09,True,False,False,False,True
user_00310,2024-02-22,True,False,False,False,True
user_00311,2024-01-26,True,False,False,False,True
user_00312,2024-02-15,True,True,False,False,True
user_00313,2024-02-20,True,False,False,False,True
user_00314,2024-01-29,True,True,True,False,True
user_00315,2024-02-08,True,False,False,False,True
user_00316,2024-02-24,True,False,False,False,True
user_00317,2024-01-05,True,True,False,False,True
user_00318,2024-01-19,True,True,True,False,True
user_00319,2024-02-03,True,True,True,True,False
user_00320,2024-01-01,True,False,False,False,True
user_00321,2024-02-11,True,True,True,True,False
user_00322,2024-02-20,True,True,True,True,False
user_00323,2024-02-28,False,False,False,False,True
user_00324,2024-01-17,False,False,False,False,True
user_00325,2024-02-24,True,True,False,False,True
user_00326,2024-01-19,True,False,False,False,True
user_00327,2024-01-23,True,False,False,False,True
user_00328,2024-01-08,True,True,True,False,True
user_00329,2024-02-14,True,True,False,False,True
user_00330,2024-01-17,True,True,False,False,True
user_00331,2024-01-14,True,False,False,False,True
user_00332,2024-02-20,False,False,False,False,True
user_00333,2024-02-19,True,False,False,False,True
user_00334,2024-01-31,False,False,False,False,True
user_00335,2024-02-08,True,True,False,False,True
user_00336,2024-01-14,True,True,True,True,False
user_00337,2024-02-06,True,True,True,False,True
user_00338,2024-02-25,True,False,False,False,True
user_00339,2024-01-25,True,True,True,False,True
user_00340,2024-01-02,True,False,False,False,True
user_00341,2024-01-30,True,True,True,False,True
user_00342,2024-02-28,False,False,False,False,True
user_00343,2024-02-21,True,True,True,False,True
user_00344,2024-01-16,False,False,False,False,True
user_00345,2024-02-16,True,True,True,False,True
user_00346,2024-01-01,True,True,True,True,False
user_00347,2024-01-04,True,True,True,False,True
user_00348,2024-01-15,True,True,False,False,True
user_00349,2024-01-12,False,False,False,False,True
user_00350,2024-02-06,True,True,True,False,True
user_00351,2024-02-15,True,False,False,False,True
user_00352,2024-02-03,True,False,False,False,True
user_00353,2024-02-28,True,False,False,False,True
user_00354,2024-02-23,True,True,True,True,False
user_00355,2024-01-26,True,False,False,False,True
user_00356,2024-02-25,True,True,False,False,True
user_00357,2024-02-18,True,True,False,False,True
user_00358,2024-02-28,True,False,False,False,True
user_00359,2024-01-17,True,False,False,False,True
user_00360,2024-02-07,True,False,False,False,True
user_00361,2024-01-25,True,True,True,False,True
user_00362,2024-01-03,True,True,True,False,True
user_00363,2024-02-11,False,False,False,False,True
user_00364,2024-02-09,False,False,False,False,True
user_00365,2024-01-11,True,True,True,True,False
user_00366,2024-01-05,True,True,False,False,True
user_00367,2024-02-17,True,True,False,False,True
user_00368,2024-02-09,False,False,False,False,True
user_00369,2024-01-29,False,False,False,False,True
user_00370,2024-01-03,True,False,False,False,True
user_00371,2024-01-27,False,False,False,False,True
user_00372,2024-02-02,False,False,False,False,True
user_00373,2024-01-19,False,False,False,False,True
user_00374,2024-01-28,False,False,False,False,True
user_00375,2024-02-28,True,True,True,False,True
user_00376,2024-02-05,True,False,False,False,True
user_00377,2024-01-07,False,False,False,False,True
user_00378,2024-02-14,False,False,False,False,True
user_00379,2024-02-20,False,False,False,False,True
user_00380,2024-02-11,True,True,False,False,True
user_00381,2024-01-31,True,True,False,False,True
user_00382,2024-01-12,True,True,False,False,True
user_00383,2024-02-18,True,True,True,True,False
user_00384,2024-02-14,True,True,False,False,True
user_00385,2024-01-10,True,False,False,False,True
user_00386,2024-01-28,True,False,False,False,True
user_00387,2024-01-29,True,True,False,False,True
user_00388,2024-01-04,True,False,False,False,True
user_00389,2024-01-22,True,True,True,True,False
user_00390,2024-01-18,False,False,False,False,True
user_00391,2024-02-16,False,False,False,False,True
user_00392,2024-02-05,True,True,True,True,False
user_00393,2024-02-02,True,True,False,False,True
user_00394,2024-02-27,True,True,True,False,True
user_00395,2024-02-04,True,True,False,False,True
user_00396,2024-01-29,True,False,False,False,True
user_00397,2024-02-16,True,False,False,False,True
user_00398,2024-01-27,False,False,False,False,True
user_00399,2024-02-13,True,False,False,False,True
user_00400,2024-02-16,True,False,False,False,True
user_00401,2024-01-06,True,True,True,True,False
user_00402,2024-02-07,True,True,True,False,True
user_00403,2024-01-12,True,True,False,False,True
user_00404,2024-02-29,True,False,False,False,True
user_00405,2024-02-22,True,True,False,False,True
user_00406,2024-01-07,True,True,True,False,True
user_00407,2024-01-03,True,True,True,False,True
user_00408,2024-02-13,True,True,True,True,False
user_00409,2024-01-22,True,True,False,False,True
user_00410,2024-01-11,False,False,False,False,True
user_00411,2024-01-17,True,True,True,False,True
user_00412,2024-01-31,True,False,False,False,True
user_00413,2024-01-25,False,False,False,False,True
user_00414,2024-02-07,False,False,False,False,True
user_00415,2024-01-11,True,True,True,False,True
user_00416,2024-02-01,True,True,True,True,False
user_00417,2024-02-09,True,True,False,False,True
user_00418,2024-02-02,False,False,False,False,True
user_00419,2024-01-30,True,True,True,True,False
user_00420,2024-02-08,True,False,False,False,True
user_00421,2024-01-15,True,True,True,False,True
user_00422,2024-01-03,False,False,False,False,True
user_00423,2024-01-09,False,False,False,False,True
user_00424,2024-02-08,True,True,False,False,True
user_00425,2024-01-08,True,False,False,False,True
user_00426,2024-02-16,False,False,False,False,True
user_00427,2024-01-07,True,True,False,False,True
user_00428,2024-01-22,True,False,False,False,True
user_00429,2024-02-10,True,True,False,False,True
user_00430,2024-01-12,True,True,False,False,True
user_00431,2024-02-27,True,True,False,False,True
user_00432,2024-01-29,True,False,False,False,True
user_00433,2024-02-20,True,True,False,False,True
user_00434,2024-02-06,False,False,False,False,True
user_00435,2024-02-10,True,True,True,True,False
user_00436,2024-02-23,True,True,True,False,True
user_00437,2024-01-31,True,False,False,False,True
user_00438,2024-02-06,True,True,False,False,True
user_00439,2024-01-24,True,True,False,False,True
user_00440,2024-02-27,True,True,False,False,True
user_00441,2024-02-03,True,False,False,False,True
user_00442,2024-02-20,True,False,False,False,True
user_00443,2024-01-12,True,True,False,False,True
user_00444,2024-02-02,True,False,False,False,True
user_00445,2024-02-17,True,False,False,False,True
user_00446,2024-01-14,False,False,False,False,True
user_00447,2024-02-24,True,True,True,True,False
user_00448,2024-02-16,True,True,False,False,True
user_00449,2024-02-08,True,True,False,False,True
user_00450,2024-01-02,False,False,False,False,True
user_00451,2024-01-05,True,False,False,False,True
user_00452,2024-02-25,True,True,True,False,True
user_00453,2024-02-23,True,True,True,False,True
user_00454,2024-01-01,True,True,False,False,True
user_00455,2024-02-26,True,True,True,False,True
user_00456,2024-02-06,True,False,False,False,True
user_00457,2024-02-25,False,False,False,False,True
user_00458,2024-01-28,False,False,False,False,True
user_00459,2024-01-06,True,True,True,True,False
user_00460,2024-02-06,False,False,False,False,True
user_00461,2024-01-29,True,True,True,True,False
user_00462,2024-02-02,True,True,True,False,True
user_00463,2024-01-24,True,True,True,False,True
user_00464,2024-02-08,True,True,True,False,True
user_00465,2024-01-20,True,True,True,False,True
user_00466,2024-02-29,True,False,False,False,True
user_00467,2024-01-01,True,True,True,False,True
user_00468,2024-02-16,True,False,False,False,True
user_00469,2024-01-26,True,True,True,False,True
user_00470,2024-02-16,True,True,False,False,True
user_00471,2024-02-15,False,False,False,False,True
user_00472,2024-01-01,True,False,False,False,True
user_00473,2024-02-22,True,True,True,True,False
user_00474,2024-01-06,True,False,False,False,True
user_00475,2024-01-25,False,False,False,False,True
user_00476,2024-01-09,True,True,True,False,True
user_00477,2024-02-07,True,False,False,False,True
user_00478,2024-01-06,False,False,False,False,True
user_00479,2024-01-13,True,True,False,False,True
user_00480,2024-01-24,True,False,False,False,True
user_00481,2024-01-21,True,True,True,False,True
user_00482,2024-02-29,True,True,False,False,True
user_00483,2024-02-04,True,True,False,False,True
user_00484,2024-02-15,True,False,False,False,True
user_00485,2024-01-09,True,False,False,False,True
user_00486,2024-02-17,False,False,False,False,True
user_00487,2024-01-28,True,True,True,True,False
user_00488,2024-02-06,True,True,True,False,True
user_00489,2024-02-15,True,False,False,False,True
user_00490,2024-02-14,False,False,False,False,True
user_00491,2024-02-12,True,False,False,False,True
user_00492,2024-02-29,False,False,False,False,True
user_00493,2024-02-05,False,False,False,False,True
user_00494,2024-01-15,True,True,True,True,False
user_00495,2024-01-04,True,True,True,False,True
user_00496,2024-02-04,True,True,False,False,True
user_00497,2024-01-02,True,True,True,True,False
user_00498,2024-01-31,False,False,False,False,True
user_00499,2024-02-08,True,False,False,False,True
user_00500,2024-02-25,True,True,False,False,True
user_00501,2024-01-20,True,False,False,False,True
user_00502,2024-01-01,True,True,True,True,False
user_00503,2024-01-22,False,False,False,False,True
user_00504,2024-01-22,True,False,False,False,True
user_00505,2024-01-15,True,True,False,False,True
user_00506,2024-01-08,True,True,True,True,False
user_00507,2024-01-24,False,False,False,False,True
user_00508,2024-02-29,True,False,False,False,True
user_00509,2024-01-19,True,True,False,False,True
user_00510,2024-02-16,True,False,False,False,True
user_00511,2024-02-02,True,True,True,False,True
user_00512,2024-01-28,True,False,False,False,True
user_00513,2024-01-09,True,True,True,False,True
user_00514,2024-02-04,True,False,False,False,True
user_00515,2024-02-11,True,False,False,False,True
user_00516,2024-02-18,True,True,False,False,True
user_00517,2024-01-04,True,True,True,True,False
user_00518,2024-02-09,True,True,True,True,False
user_00519,2024-01-06,True,True,False,False,True
user_00520,2024-01-02,True,True,False,False,True
user_00521,2024-01-08,False,False,False,False,True
user_00522,2024-02-19,True,True,True,True,False
user_00523,2024-01-02,False,False,False,False,True
user_00524,2024-01-02,True,False,False,False,True
user_00525,2024-01-23,True,True,False,False,True
user_00526,2024-02-05,False,False,False,False,True
user_00527,2024-01-29,True,True,False,False,True
user_00528,2024-01-30,True,False,False,False,True
user_00529,2024-01-17,True,False,False,False,True
user_00530,2024-01-03,False,False,False,False,True
user_00531,2024-02-14,True,False,False,False,True
user_00532,2024-02-23,False,False,False,False,True
user_00533,2024-02-09,True,True,False,False,True
user_00534,2024-01-20,True,True,False,False,True
user_00535,2024-02-02,True,True,True,True,False
user_00536,2024-02-05,True,True,True,True,False
user_00537,2024-01-27,True,True,False,False,True
user_00538,2024-01-23,False,False,False,False,True
user_00539,2024-01-18,True,False,False,False,True
user_00540,2024-02-12,True,True,True,False,True
user_00541,2024-02-18,True,False,False,False,True
user_00542,2024-02-04,True,True,False,False,True
user_00543,2024-01-03,True,True,True,False,True
user_00544,2024-01-02,True,True,False,False,True
user_00545,2024-01-18,True,False,False,False,True
user_00546,2024-01-25,True,True,False,False,True
user_00547,2024-01-01,True,False,False,False,True
user_00548,2024-02-21,True,True,True,True,False
user_00549,2024-01-08,True,True,True,True,False
user_00550,2024-01-12,False,False,False,False,True
user_00551,2024-02-01,True,False,False,False,True
user_00552,2024-01-20,True,True,False,False,True
user_00553,2024-01-29,True,False,False,False,True
user_00554,2024-01-23,True,True,False,False,True
user_00555,2024-01-10,True,True,False,False,True
user_00556,2024-01-31,True,False,False,False,True
user_00557,2024-01-19,True,True,False,False,True
user_00558,2024-02-15,True,False,False,False,True
user_00559,2024-02-29,True,False,False,False,True
user_00560,2024-02-09,False,False,False,False,True
user_00561,2024-02-08,True,True,False,False,True
user_00562,2024-02-07,True,True,False,False,True
user_00563,2024-02-04,True,True,False,False,True
user_00564,2024-02-06,True,False,False,False,True
user_00565,2024-02-24,True,True,True,True,False
user_00566,2024-01-10,True,True,False,False,True
user_00567,2024-01-13,True,True,False,False,True
user_00568,2024-01-18,True,True,True,True,False
user_00569,2024-01-11,True,False,False,False,True
user_00570,2024-02-24,True,True,False,False,True
user_00571,2024-02-17,True,True,True,True,False
user_00572,2024-02-07,True,False,False,False,True
user_00573,2024-02-18,False,False,False,False,True
user_00574,2024-01-17,True,False,False,False,True
user_00575,2024-01-02,True,True,False,False,True
user_00576,2024-02-27,True,False,False,False,True
user_00577,2024-01-28,True,False,False,False,True
user_00578,2024-02-28,True,True,False,False,True
user_00579,2024-01-23,True,True,False,False,True
user_00580,2024-01-01,True,True,True,False,True
user_00581,2024-01-01,True,True,True,False,True
user_00582,2024-01-21,True,True,False,False,True
user_00583,2024-02-21,True,False,False,False,True
user_00584,2024-01-28,True,True,False,False,True
user_00585,2024-02-23,True,True,True,True,False
user_00586,2024-01-28,False,False,False,False,True
user_00587,2024-01-08,True,False,False,False,True
user_00588,2024-01-02,True,True,True,True,False
user_00589,2024-02-10,True,True,True,False,True
user_00590,2024-01-21,True,True,True,False,True
user_00591,2024-02-01,True,False,False,False,True
user_00592,2024-02-29,True,True,True,False,True
user_00593,2024-01-09,True,True,True,False,True
user_00594,2024-01-22,True,False,False,False,True
user_00595,2024-02-13,True,False,False,False,True
user_00596,2024-02-25,False,False,False,False,True
user_00597,2024-02-27,False,False,False,False,True
user_00598,2024-02-24,False,False,False,False,True
user_00599,2024-01-12,False,False,False,False,True
user_00600,2024-01-18,True,True,False,False,True
user_00601,2024-02-15,True,False,False,False,True
user_00602,2024-02-13,True,True,False,False,True
user_00603,2024-01-25,False,False,False,False,True
user_00604,2024-01-29,True,True,False,False,True
user_00605,2024-02-21,False,False,False,False,True
user_00606,2024-01-31,True,True,True,False,True
user_00607,2024-02-06,True,True,True,False,True
user_00608,2024-01-29,True,True,False,False,True
user_00609,2024-02-06,True,True,True,True,False
user_00610,2024-01-05,False,False,False,False,True
user_00611,2024-01-04,True,True,False,False,True
user_00612,2024-02-12,True,False,False,False,True
user_00613,2024-02-15,True,True,True,False,True
user_00614,2024-02-21,True,False,False,False,True
user_00615,2024-02-27,True,False,False,False,True
user_00616,2024-01-14,True,False,False,False,True
user_00617,2024-01-20,True,True,True,False,True
user_00618,2024-02-06,True,True,False,False,True
user_00619,2024-01-10,False,False,False,False,True
user_00620,2024-02-04,True,False,False,False,True
user_00621,2024-02-23,True,True,False,False,True
user_00622,2024-01-04,True,True,True,False,True
user_00623,2024-01-29,True,True,False,False,True
user_00624,2024-02-24,True,True,True,False,True
user_00625,2024-01-19,True,False,False,False,True
user_00626,2024-02-18,True,True,False,False,True
user_00627,2024-01-12,True,False,False,False,True
user_00628,2024-01-31,False,False,False,False,True
user_00629,2024-01-19,True,True,True,False,True
user_00630,2024-01-18,True,True,False,False,True
user_00631,2024-02-16,False,False,False,False,True
user_00632,2024-02-29,True,True,False,False,True
